"modelName","serialNumber","inspectionDate","hoursPerWeek","hourMeterReading","TrackLinkInstalledDate","TrackLinkWornValueLeft","TrackLinkWornValueRight"
"D11T","ABC12345","2018-04-23","88","56000","""2017-02-05""","",""
"D9T","TWG00603","2018-05-10","43.33","9529","""""","43","30"
"PC400","A35589","2018-06-18","40","2464","""""","33","51"
"D10T","RJG00197","2017-02-01T00:00:00Z","40","555","""2012-05-31T00:00:00Z""",">120",""
"D8T","J8B03207","2017-06-08T16:03:34-0500","40","","""2013-05-06T00:00:00Z""","2","10"
"D6NLGP","PBA00332","2018-01-04","40","4305","""""","",""
"D11R","7PZ00462","2018-06-12","119.24","84478","""2017-09-15T00:00:00-0600""","97","92"
"305.5E2CR","H5M03256","2018-02-28","40","258","""2017-01-01""","<0","<0"
"315C","CFB00131","2018-04-11","40","13245","""""","32","41"
"D11R","7PZ01059","2017-05-25T15:10:44-0600","40","62269","""2015-12-12T00:00:00Z""","35","33"
"330CL","KDD01323","2018-01-23","40","8986","""""","35","28"
"D11R","7PZ00546","2017-12-05","40","76036","""2017-01-17T00:00:00Z""","62","--"
"320CLU","PAC00643","2018-05-15","9.97","14978","""2005-05-20T00:00:00+1200""","95",""
"D11T","JEL00305","2018-01-16","80","10569","""2017-12-01""","3","1"
"320DLRR","XCK00393","2018-05-25","40","","""""","",""
"D6NLGP","PBA02514","2017-09-20T12:49:29-0400","40","1719","""2015-03-24T00:00:00-0400""","10","5"
"336E","RZA00772","2017-11-21T13:52:35-0600","40","2346","""2016-11-01T00:00:00-0500""","21","21"
"336DL","ZML00353","2017-11-26T12:05:58-0500","40","880","""2017-07-24T12:00:00-0500""","10","3"
"D10R","AKT00492","2018-01-03","40","38343","""""","<0","<0"
"D6NLGP","GHS01385","2018-05-18","40","","""2016-01-27""","84","86"
"D9T","REX00408","2016-08-17T00:00:00-0500","40","7528","""2016-05-11T00:00:00Z""","45","35"
"D8T","KPZ00895","2018-06-12","27.25","20987","""2009-10-21T00:00:00Z""","42","40"
"D6NXL","JAH00185","2017-10-20T00:00:00-0500","40","5048","""2016-11-22T00:00:00-0500""","28","25"
"D6MXL","3WN03239","2017-08-10T13:28:24-0700","40","8834","""2006-10-26T00:00:00Z""","12","25"
"D9T","TWG00573","2017-12-12","40","26175","""2017-09-21T05:00:00000Z""","",""
"D8T","FMC00524","2017-04-26T12:09:13-0400","40","3309","""2016-01-08T00:00:00-0500""","67","67"
"D6T","SMC01631","2018-02-20","40","4232","""2017-05-11""","24","24"
"312EL","WEY838","2017-10-16T09:36:23+0200","40","","""2016-07-14T00:00:00+0200""","43",""
"D5GXL","WGB01367","2017-03-31T07:32:04-0400","25","4461","""2004-07-24T00:00:00-0400""","37","37"
"320DL","A8F01676","2018-04-26","40","12527","""2015-01-01""","78","65"
"973D","LCP00432","2017-03-10T00:00:00Z","40","2498","""2016-01-02T00:00:00+0800""","83","73"
"D6NXL","AKM02503","2018-01-15","40","4042","""2008-04-29T00:00:00Z""","10","10"
"D4KLGP","RRR00520","2017-09-07T16:50:50-0400","40","6025","""2015-03-01T00:00:00Z""","40","40"
"PL61","Wgs359","2017-12-20","40","3577","""""","3","3"
"572G","40U00477","2017-03-09T00:00:00Z","40","1176","""2011-03-09T00:00:00-0500""","4","6"
"D6NLGP","PBA01670","2016-01-21T00:00:00Z","40","1819","""2014-05-16T00:00:00-0400""","15","10"
"D8T","MLN01629","2017-06-21T09:20:02-0400","40","5988","""2016-09-22T20:00:00-0400""","22","22"
"D10T","RJG03052","2018-02-27","40","27458","""""","10","<0"
"D6KIILGP","RST01931","2017-08-01T00:00:00Z","40","2553","""2017-05-09T20:00:00-0400""","54","64"
"D8T","Fct01081","2018-05-10","40","4522","""""","60","62"
"D6RLGP","ADE00142","2017-11-09T07:49:44-0500","40","","""2011-10-04T00:00:00Z""","32","26"
"D6TLGPVPT","RAD00459","2018-05-24","40","","""""","14","10"
"D6TXL","GMK01504","2017-07-12T08:04:22-0400","40","","""2017-02-22T19:00:00-0500""","67","63"
"D7E","Tan01381","2018-04-20","40","","""""","10","14"
"D10T","RJG00745","2018-03-26","40","","""""","55","64"
"336D2L","MEH10003","2018-04-26","40","3527","""""","17","17"
"D8RII","6YZ00387","2018-04-02","40","11360","""""","15","23"
"325CL","BFE00490","2017-10-27T07:30:33-0400","40","148158423","""2012-10-18T00:00:00Z""","47","52"
"D6TXL","GMK01078","2017-05-17T14:43:12-0600","40","4575","""2017-05-17T00:00:00Z""","6","8"
"320D","A6F02149","2018-06-01","40","8984","""""","46","55"
"953C","2ZN02539","2016-11-09T00:00:00Z","40","13031","""2015-11-24T00:00:00-0500""","43","44"
"D7RII","AEC1623CATC","2018-02-09","40","","""2015-09-10T00:00:00-0400""","104","115"
"320DFMLLB","CY200165","2018-02-15","40","7481","""""","46","37"
"330DL","MWP00599","2017-06-01T00:00:00Z","","8163.8","""2015-06-07T20:00:00-0400""","24","31"
"D11R","AAF00148","2017-09-20T09:05:57-0600","","81680","""2017-07-01T00:00:00-0600""","16","22"
"D8T","MLN01687","2017-08-08","40","4824","""2013-04-29T00:00:00-0500""","69","74"
"D10T","RJG01851","2017-09-19T15:30:35-0500","40","45129","""2017-04-17T00:00:00Z""","69","71"
"D9T","TWG00591","2017-07-19T14:35:54-0500","40","21896.9","""2016-11-29T00:00:00-0600""","114","117"
"345DL","YEE00716","2017-09-30T00:00:00-0500","40","12052","""2011-09-09T00:00:00Z""","36","36"
"D9R","WDM04562","2018-04-05","70","","""2018-01-27""","",""
"D7R","DSH00002","2017-07-17T11:57:42-0500","40","8500","""2017-05-24T00:00:00-0500""",">120",""
"D6R","4TR00680","2018-03-22","40","15091","""""","",""
"336E","Bzy00375","2018-04-06","40","4615","""""","<0","<0"
"D6TLGP","ZJB00424","2017-08-08T12:52:37-0400","40","3878","""2012-06-11T00:00:00-0400""","24","26"
"D10T","RJG00170","2018-06-21","40","14311","""2009-09-30T00:00:00-0700""","73","87"
"D8T","FCT01346","2018-01-25","40","1347","""""","48","48"
"349FL","BZ200196","2017-07-11T10:10:43-0400","40","3584","""2014-12-11T00:00:00-0500""","37","32"
"D4DSA","84J00840","2018-03-13","40","","""""","55","58"
"D6TXL","WES0406","2017-11-30","40","1012.6","""2016-07-25T00:00:00-0500""","2","4"
"D4H","8PB03606","2018-06-04","2.95","8462","""2017-06-27T00:00:00Z""","15","18"
"336D","M4T00203","2017-11-15T12:53:22-0500","40","8713","""2009-08-17T00:00:00Z""","24","28"
"D9N","6XJ01053","2017-09-20T15:58:59-0400","40","30170","""2007-08-11T00:00:00-0400""","61","69"
"D11T","GEB00744","2018-01-29","40","32206","""""","71","58"
"349EL","TFG00395","2017-08-08T13:55:18-0500","40","5757","""2015-04-03T00:00:00Z""","5","10"
"D10T","RJG04682","2018-04-16","40","35807","""2017-04-20T00:00:00-0500""","75","77"
"235C","4DG03624","2018-02-28","70","","""""","43","43"
"329DL","DJF00527","2017-10-25T00:00:00-0500","40","1024","""2013-03-06T00:00:00-0500""","1","1"
"D6NXL","AKM01440","2018-03-08","40","","""2005-05-04""","33","33"
"336D2L","ZCT00289","2018-04-28","40","5579","""2014-05-01T00:00:00-0500""","31","35"
"330CL","CYA00327","2017-12-28","40","11741","""""","",""
"345DL","EEH00901","2018-03-15","40","11223","""""","18","23"
"D5GLGP","RKG02803","2017-09-06","20","7352","""2012-08-14T00:00:00Z""","37","37"
"D10T","RJG00952","2018-05-14","143.00","10861","""2017-12-14""","80","84"
"D6C","10K07840","2017-04-21","40","","""1971-03-03T00:00:00-0500""","",""
"312C","CBA02717","2018-06-19","1.58","4771","""""","18","14"
"D6TXL","WFH00393","2018-05-10","40","12602.3","""2015-08-10T00:00:00Z""","40","40"
"D6NLGP","ALY02962","2016-12-01T00:00:00-0500","40","14042","""2014-12-08T00:00:00Z""","57","49"
"D6TXL","GMK01224","2018-03-23","40","3120","""2015-11-18T00:00:00-0500""","66","68"
"D8RLRC","7XM02823","2017-10-26T12:15:55-0500","20","3766","""2004-02-28T00:00:00Z""","54","53"
"D8T","MLN00389","2018-05-02","40","5541","""""","55","50"
"D11T","JEL00413","2018-03-14","","13497","""2018-01-15""","22","30"
"D8T","J8B05126","2017-06-23T00:00:00-0500","40","2256","""2017-02-04T00:00:00-0500""","12","10"
"D10T","RJG01328","2017-03-20T14:06:31-0600","40","42516.8","""2016-03-30T00:00:00Z""","96","101"
"953D","LBP00930","2018-02-22","40","","""""","67","67"
"953D","LBP00930","2018-02-22","40","","""""","60","70"
"953D","LBP00930","2018-02-22","40","","""""","50","62"
"953D","LBP00930","2018-02-22","40","","""""",">120","65"
"953D","LBP00930","2018-02-22","40","","""""","60","62"
"336F","Rkb10373","2018-03-23","40","1795","""""","21","21"
"314ELCR","DKD00378","2018-06-16","40","6306","""2014-08-25""","14","9"
"D7ELGP","TJA01186","2017-09-28","40","4968","""2015-09-01T00:00:00-0400""","92","96"
"D6TLGP","KSB01237","2018-04-02","40","6142","""""","8","8"
"568LL","BRB00326","2016-11-18T00:00:00Z","30","3897","""2016-12-20T00:00:00-0800""","0","0"
"D5NXL","AGG02223","2018-04-13","40","5294","""""","30","33"
"D11R","7PZ01697","2018-02-22","140","46518","""2017-05-15T00:00:00-0600""","2","0"
"D8T","KPZ03147","2018-05-15","112.42","18385.9","""2018-03-28""","30","30"
"D11T","AMA00724","2018-01-25","80","5","""2018-01-25""","0","0"
"D6RIILGP","ADE00818","2018-06-22","16.19","","""2011-09-21T00:00:00Z""","",""
"D6TLGP","RAD00698","2018-05-30","","5383","""""","91","95"
"D6TXW","SLJ00313","2017-05-02","40","50600","""""","48","50"
"390FL","HSM00305","2018-03-19","40","13930","""2017-06-29T00:00:00+0000""","50","52"
"D6RLGP","WRG00375","2018-02-28","40","","""2013-07-10T00:00:00-0400""","",""
"D9N","1JD02206","2017-10-18T08:25:23-0600","","82716","""2017-02-22T00:00:00Z""","30","32"
"D6RLGP","9PN00983","2017-02-15T00:00:00Z","40","3108","""2017-01-11T00:00:00Z""","50","48"
"D9T","RJS00782","2017-07-07T11:14:22-0500","40","15197","""2015-03-02T00:00:00-0600""","27",""
"D10T","RJG04600","2018-05-25","126","28404","""2016-12-01""","56","64"
"D8RII","6YZ75015","2018-01-25","40","9000","""2031-01-03T00:00:00Z""","",""
"D6MLGP","4JN03130","2018-04-20","40","11370","""2009-09-28T00:00:00-0400""","104","102"
"D6NXL","DJA00713","2018-01-19","40","5198","""2014-02-14""","22","22"
"953D","LBP02098","2017-01-26T00:00:00-0500","40","0","""2017-01-26T00:00:00-0500""","0","0"
"D6KXL","FBH00502","2017-08-30T10:31:20-0400","10","3250","""2007-08-20T00:00:00-0400""","30","26"
"325CL","BFE01169","2018-03-27","40","","""""","16","16"
"D6TXW","WRN00510","2017-12-14","40","1739","""""","32","34"
"D6TXL","GCT02482","2017-12-13","40","50590","""""","20","24"
"D6RIIIXL","GJB00842","2018-05-02","40","7390","""""","42","48"
"D11R","7PZ01688","2018-05-25","40","56268","""2018-01-01""","59","51"
"D9T","RJS00836","2017-11-07","40","60500","""2017-07-18T00:00:00-0500""","53","54"
"D7RII","AEC00881","2017-10-24T13:07:15-0400","40","5934","""2015-05-06T00:00:00-0400""","17","15"
"349E","TFG00352","2017-12-04T13:16:28-0600","40","8373","""2016-04-29T00:00:00-0500""","--",""
"D9T","RJS00464","2017-10-19T10:40:12-0500","40","53945","""2015-09-08T00:00:00Z""","40","40"
"336D2L","LAM00337","2017-03-16T00:00:00-0500","40","368.5","""2017-02-01T00:00:00-0500""","3","3"
"D6MXL","3WN01148","2017-06-22T11:30:07-0500","40","1899","""2009-02-05T00:00:00Z""","67","80"
"D6TLGP","KJL01214","2018-03-13","40","9366","""""","8","6"
"D5KXL","WWW01483","2016-12-06T00:00:00Z","40","2243","""2015-09-01T00:00:00-0400""","23","26"
"D11T","JEL00251","2017-06-02T00:00:00Z","40","8362","""2013-06-17T00:00:00Z""","23","19"
"D5KIILGP","KYY01587","2018-05-10","40","","""2017-05-24""","4","4"
"PC220LC","A701110","2017-05-18T00:00:00Z","40","19411","""2000-05-10T00:00:00-0400""","49","60"
"D5KLGP","YYY01304","2018-05-01","0","7329","""""","60","55"
"D4CIIIXL","8CS01286","2018-01-08","40","4066","""""","72","80"
"D6RLGP","9PN01855","2017-10-05","40","16467","""2007-01-19T00:00:00Z""","75","73"
"D6RLGP","9PN01855","2017-10-05","40","16467","""2007-01-19T00:00:00Z""","75","70"
"D6RLGP","9PN01855","2017-10-05","40","16467","""2007-01-19T00:00:00Z""","73","70"
"345DL","EEH00269","2017-05-25T09:56:26-0400","40","11955","""2012-01-20T00:00:00Z""","27","27"
"320DIIL","NBT00763","2018-02-28","40","4126","""""","",""
"325C","BFE02015","2018-04-11","40","14756","""""","45","40"
"365C","MCS00354","2018-03-27","40","11383","""""","63","66"
"D6RXW","DMP00259","2018-06-14","40","7543","""""","12","12"
"D8RLRC","7XM02974","2017-10-03T09:08:51-0500","50","17545","""2016-02-09T00:00:00-0600""","58","58"
"D6K2","MXK00186","2017-01-26T15:47:20-0500","40","","""2017-01-25T20:15:55-0500""","<0%","25"
"D6K2","MXK00186","2017-01-26T15:47:20-0500","40","","""2017-01-25T20:15:55-0500""","15","--"
"D6K2","MXK00186","2017-01-26T15:47:20-0500","40","","""2017-01-25T20:15:55-0500""","","18"
"D6K2","MXK00186","2017-01-26T15:47:20-0500","40","","""2017-01-25T20:15:55-0500""","",""
"D10T","RJG01033","2018-01-03","140","37496.7","""2017-08-01""","38","38"
"D6NXL","AKM01774","2017-06-13T16:21:49-0700","40","10414","""2011-02-01T00:00:00Z""","39","37"
"312E","CZL00720","2017-01-26T14:47:13-0500","40","","""2017-01-04T00:00:00-0500""","4","4"
"D11T","JEL00197","2018-03-29","40","","""""","28","46"
"320BL","6CR03926","2018-06-08","4.05","17751.4","""2014-07-05T00:00:00Z""","14","0"
"349EL","TFG01076","2016-11-09T13:45:35-0500","40","2778","""2014-09-30T00:00:00-0400""","7","7"
"336DL","W3K00291","2018-03-27","15","8883","""""","66","59"
"330CL","DKY02987","2017-12-22","40","12797","""""","24","24"
"D6RXL","5LN03463","2018-04-11","40","","""""","18","24"
"D9R","ABK00594","2018-02-09","40","23424","""2010-06-23""","40","34"
"D6TLGPVP","ZJB00422","2018-05-23","","7187","""""","90","92"
"330C","Jcd00307","2017-12-20","40","","""""","21",""
"D3KIILGP","KLL00118","2017-06-14T09:14:50-0400","40","4926","""2012-04-26T00:00:00Z""","22","--"
"329FL","ERL00346","2018-02-15","40","1138","""""","0","<0"
"3400Q","E7189033","2018-03-01","40","12119","""""","",""
"D10N","2YD01604","2018-01-18","168","24602","""""","",""
"336DL","M4T02345","2017-12-03T11:53:14-0500","40","12452","""2016-02-02T12:00:00-0500""","66","66"
"D3KIIXL","KF202172","2018-05-25","","911","""2015-05-01T00:00:00Z""","8","8"
"D11T","JEL00429","2017-08-23T11:38:36-0400","40","1592","""2017-06-06T00:00:00Z""","14","8"
"336D","M4T01761","2018-05-15","40","","""""","14","10"
"D6KLGP","DHA00405","2017-02-21T10:14:23-0600","40","2490","""2017-02-21T00:00:00Z""","42",""
"D6KIILGP","RST01349","2018-05-21","40","2837.4","""2017-05-13""","50","57"
"D9T","RJS00796","2018-06-20","40","","""""","22","20"
"D8T","FCT00317","2018-02-05","40","4692","""2017-10-31""","8","<0"
"D6NXL","PER01127","2018-06-06","40","4498","""2015-08-26""","55","62"
"336D2L","ZCT01113","2018-04-03","40","2469","""2018-01-01""","0","0"
"D6TLGP","ZJB00457","2018-02-07","40","2791","""""","42","40"
"D5N XL","AGG00494","2016-04-15T09:55:26-0400","40","6619","""2003-11-14T00:00:00-0500""","62","60"
"245B","6MF00269","2017-06-01T11:50:57-0700","40","1160","""2017-05-30T00:00:00Z""","36","36"
"D3GXL","JMH00890","2017-10-10T00:00:00Z","40","3900","""2004-06-11T00:00:00-0400""","39","39"
"336EL","Fjh00327","2017-12-14","40","3601","""""","28","24"
"D11TCD","MDG00170","2017-09-22","40","18220.6","""""","74","95"
"336D2L","YCF00700","2018-06-13","50","4196","""2016-04-01T00:00:00Z""","",""
"D6RIIXL","AAX01549","2017-08-04T12:49:14+1000","50","8421","""2014-08-01T00:00:00+1000""","45","47"
"D6RIIXL","AAX01549","2017-08-04T12:49:14+1000","50","8421","""2014-08-01T00:00:00+1000""","42","49"
"953","05Z00704","2018-05-10","","1","""2010-01-01""","42","40"
"D11R","9TR00237","2018-06-11","40","52482","""2018-04-15""","33","34"
"D6NLGP","PBA01223","2018-03-05","40","6098","""2014-03-06""","88","84"
"D8T","FMC00365","2017-12-21","40","6524","""2015-02-02T00:00:00Z""","56","55"
"D10R","3KR01008","2017-06-07T11:49:22-0400","40","","""2017-04-19T00:00:00Z""",">120%","47"
"D10R","3KR01008","2017-06-07T11:49:22-0400","40","","""2017-04-19T00:00:00Z""","39",""
"D9R","7TL00458","2017-06-21T11:46:47+1000","40","22859","""2015-06-09T00:00:00+1000""","66","61"
"D9R","7TL00458","2017-06-21T11:46:47+1000","40","22859","""2015-06-09T00:00:00+1000""","65",""
"D7G","92V06714","2018-05-01","40","","""""","102","102"
"D4D","83J02333","2018-01-19","40","","""""","75","83"
"D6TXW","TMY00310","2017-04-19T11:15:03-0400","40","1583","""2016-04-01T00:00:00-0400""","28","28"
"D4H","8PB05667","2018-05-18","1.52","4518","""""","16","16"
"324D","JJG00652","2017-11-08T13:50:53-0500","40","5726","""2007-11-30T00:00:00-0500""","49","53"
"EC210BLC","EC210V14321","2018-02-09","40","7312","""""","",""
"D11T","GEB00849","2017-10-23T00:00:00Z","40","34924","""2011-05-30""","12","14"
"D10T","RJG03034","2017-12-24","100","22835","""""","38","40"
"D6MLGP","3WN02911","2018-05-30","","10801","""""","<0","<0"
"D6KIILGP","RST01013","2018-02-15","40","1880","""""","30","30"
"D7RLGP","BNX00731","2017-07-17T00:00:00Z","40","18505","""2016-11-22T11:00:00+1100""","61","54"
"D5K2XL","KWW00834","2016-04-14T09:53:03-0400","40","912","""2014-07-16T00:00:00-0400""","8","4"
"850CATU/C","186258","2018-05-30","20","15358","""2017-01-06T00:00:00-0500""","4","6"
"D4G","CFN00308","2017-10-06T12:53:35-0400","40","9147","""2008-07-17T00:00:00-0400""","48","52"
"D6NLGP","PBA02873","2017-02-16T07:52:21-0600","40","2905","""2016-09-27T19:00:00-0500""","64","62"
"D5G","FDH01013","2018-03-26","40","11543.8","""""","78","78"
"336EL","Bzy00852","2018-03-07","40","","""""","76","82"
"320DL","A8F01788","2017-06-23T00:00:00-0300","40","","""2011-03-22T00:00:00Z""","9","7"
"D6KIILGP","RST00586","2017-06-26T14:34:59-0400","40","6894","""2016-03-10T00:00:00Z""","<0","<0"
"D6KIILGP","RST00586","2017-06-26T14:34:59-0400","40","6894","""2016-03-10T00:00:00Z""","",""
"D6KIILGP","RST00586","2017-06-26T14:34:59-0400","40","6894","""2016-03-10T00:00:00Z""","",""
"D6KIILGP","RST00586","2017-06-26T14:34:59-0400","40","6894","""2016-03-10T00:00:00Z""","",""
"D6KIILGP","RST00586","2017-06-26T14:34:59-0400","40","6894","""2016-03-10T00:00:00Z""","",""
"D7E","HKA00472","2017-11-13T08:35:31-0500","40","1801","""2016-12-20T00:00:00-0500""","74","72"
"D7ELGP","TJA01199","2018-01-31","40","9480","""2015-11-12T00:00:00Z""","112","108"
"D6T","SMC01763","2017-11-25T00:00:00-0500","60","5504","""2016-03-28T00:00:00-0500""","7","7"
"D6KIILGP","RSTOO782","2017-10-30T13:26:48-0400","40","","""2017-10-30T13:20:53-0400""","23","26"
"D6KLGP","DHA01030","2018-01-30","40","4800","""2014-01-01""","35","35"
"D8T","J8B01005","2017-04-24T09:39:41-0500","40","","""2010-05-18T00:00:00Z""","17","15"
"320DL","SPN01276","2018-05-31","","7691","""""","41","41"
"345CL","DHP00385","2017-11-22T15:52:57-0500","70","14499.6","""2017-05-27T00:00:00-0500""","10","10"
"D11T","GEB00210","2017-08-29T08:49:20-0600","40","57884","""2014-07-23T00:00:00Z""","0","30"
"D8T","FCT01229","2017-05-01T00:00:00-0600","40","2326","""2014-01-06T00:00:00Z""","15","17"
"D11T","AMA00430","2018-04-24","40","","""""","","<0"
"D9T","RJS00243","2018-02-27","40","","""2017-09-12T00:00:00-0500""","75","70"
"D4G","CFN00601","2018-01-23","40","","""""","16","20"
"D6NLGP","DJY00773","2017-06-23","40","5440","""""","29","27"
"D8T","J8B04651","2017-08-22T14:06:32-0500","70","4611","""2017-03-20T00:00:00-0500""","11","13"
"D6T","GMK00300","2017-10-04","40","9823","""2017-05-01T00:00:00Z""","17","17"
"D6TXL","KMR00552","2017-11-06T15:38:45-0500","40","2412","""2016-04-28T00:00:00-0400""","22","20"
"D5NLGP","AKD1454","2017-12-04T00:00:00-0600","40","11020","""2005-06-27T00:00:00Z""","9","12"
"D6T","SMC00402","2017-07-10T00:00:00-0500","100","18540","""2014-09-08T00:00:00-0500""","78","88"
"D8T","J8B00001","2017-05-12T00:00:00Z","40","2500","""2015-12-31T00:00:00Z""","27","66"
"336EL","BZY02131","2018-06-07","26.28","6051","""2013-08-15T00:00:00-0400""","24","24"
"963LGP","21Z01645","2017-07-14T10:15:34-0500","40","2104","""1996-06-01T00:00:00Z""","14","14"
"D10R","AKT00298","2018-02-07","40","","""""","75","77"
"D8T","FCT01573","2018-04-13","40","3115","""2015-05-28""","34","34"
"D5NXL","CFH00450","2018-04-21","40","8384","""""","27","33"
"390DL","WAP00231","2016-09-20T11:42:34+0400","40","238351","""2015-09-02T00:00:00+0400""","84",""
"D6TXW","SLJ01277","2017-11-10T16:29:39-0500","40","2222","""2014-08-04T00:00:00Z""","38","38"
"D8TLGP","FMC00383","2017-11-17","40","2936","""2015-09-22T00:00:00-0400""","68","73"
"322CL","HEK00270","2017-04-10T16:04:24-0500","40","","""2008-06-09T00:00:00Z""","45","55"
"D11T","GEB00205","2018-06-12","118.50","60422","""2018-05-01""","28","26"
"953D","LBP01270","2017-07-11T00:00:00Z","40","2299","""2012-05-03T00:00:00-0500""","24","27"
"D6NLGP","PBA01923","2017-01-17T12:45:49-0600","40","3036","""2014-09-25T00:00:00Z""","82","70"
"D7E1970","75E00054","2017-12-14","40","1","""""","18","48"
"D7RII","AEC01699","2018-06-12","40","16887","""2008-09-21T00:00:00Z""","4","6"
"D6NLGP","ALY03133","2017-06-28T00:00:00-0400","40","9536","""2017-03-13T00:00:00-0400""","3","<0"
"D5KIIXL","KWW00341","2017-12-22","40","569","""2013-01-01""","",""
"D9T","RJS01211","2018-05-14","","24572","""""","56","59"
"D8T","KPZ01437","2017-06-14T12:05:48-0400","40","15000","""2015-10-20T00:00:00Z""","--",""
"D8RLRC","7XM01908","2018-04-05","40","18083.3","""""","117","117"
"D6HIIXR","6CK00376","2017-05-26T10:57:22-0400","40","2588","""2002-05-07T00:00:00Z""","43","31"
"D6TLGP","HTZ00308","2018-05-09","40","5403","""""","38","40"
"D6KXL","FBH02090","2017-10-17T13:52:16-0500","40","4255","""2017-02-07T00:00:00-0600""","8","8"
"D6NXL","AKM01705","2017-09-20T00:00:00-0500","40","12606","""2014-07-16T00:00:00-0500""","20","20"
"D6NLGP","SGG00214","2018-04-23","40","316","""""","15","15"
"D4GXL","CFN00345","2017-06-19T11:04:13-0400","40","4280","""2002-06-07T00:00:00-0500""","84","105"
"D6RIII","GJB00639","2017-07-19T00:00:00-0400","40","9565","""2006-12-29T00:00:00-0500""","8","8"
"D6TXL","KMR584","2018-05-07","40","1955","""2016-07-19T00:00:00Z""","",""
"D6NLGP","MG500904","2018-04-10","40","2290","""""","<0","<0"
"330CL","CAP01616","2018-01-05","40","14125","""2013-09-27""","49","59"
"D8RII","AKA01236","2018-05-23","40","24115","""2016-08-01""","34","56"
"D9T","RJS01010","2017-04-10T00:00:00Z","40","14176","""2009-08-12T00:00:00Z""","40","44"
"D8RII","RJM00357","2018-02-12","40","5630","""2017-06-01T00:00:00+0000""","81","81"
"D8H","46A02789","2017-03-02T00:00:00Z","40","5555","""2009-03-27T00:00:00-0400""","26",""
"D11R","7PZ00883","2018-01-09","40","","""""","44","44"
"450","010696","2018-03-12","40","3376","""""","67","67"
"D11R","8ZR00415","2017-06-28T14:59:51-0400","40","21612","""2016-09-22T20:00:00-0400""","30","12"
"D3KIIXL","KFF00439","2017-08-24T16:02:15-0400","40","3031","""2016-03-11""","28","31"
"D7RIILGP","ABJ01697","2017-09-06T08:56:34-0600","40","16528","""2016-09-12T18:00:00-0600""","32","28"
"D8T","FMC00440","2018-06-04","2.15","5677","""2015-08-22T00:00:00Z""","6","2"
"D6TLGPVP","WCG00501","2018-05-01","40","8760","""""","24","24"
"312","7DK07056","2017-09-21T10:54:38-0700","40","2198","""2015-09-11T00:00:00Z""","0","4"
"D5KIILGP","KYY01738","2018-05-01","40","2435","""""","35","33"
"D6KLGP","0DHA00637","2017-07-25T00:00:00Z","40","11366","""2014-06-20T00:00:00Z""","75","75"
"D9T","RJS01835","2018-01-26","40","7926","""""","72","73"
"D9T","TWG00543","2017-11-29T11:11:23+0200","40","10127","""2014-04-15T00:00:00+0200""","95","93"
"D5GLGP","0RKG01401","2018-06-12","40","5086","""""","93","93"
"330CL","KDD00392","2018-06-06","40","30929","""""","31","17"
"390D","WAP00341","2018-04-12","40","10627","""""","30","49"
"336DL","W3K01021","2017-08-24T00:00:00-0300","36.75","13377","""2016-08-24T00:00:00-0300""","54","54"
"D3KIILGP","KL202909","2018-01-25","40","84","""""","<0","<0"
"D10N","3SK00841","2018-02-20","40","","""""","5","10"
"D5NXL","Agg001991","2018-03-01","40","8985","""""","6","6"
"D10T","RJG01852","2017-11-29T11:46:51+0800","40","28733","""2016-11-29T00:00:00+0800""","97","71"
"D6NLGP","PBA00565","2017-06-30T10:39:44-0500","40","4066.6","""2016-03-22T00:00:00Z""","2","12"
"336DL","M4T01914","2017-08-15T14:05:06-0300","66","13285","""2016-03-20T00:00:00-0300""","8","8"
"336D2","ZCT00318","2017-08-30T00:00:00Z","","7886","""2016-09-08T00:00:00Z""","37","37"
"521B","F7B00306","2018-02-14","40","","""2018-01-01""","63","66"
"D6NXL","AKM02274","2016-11-17T00:00:00Z","40","4570","""2015-11-03T00:00:00-0500""","57","77"
"D4HIIIXL","8PJ01280","2017-04-05T10:04:29-0500","40","8070","""1996-03-18T00:00:00Z""","",""
"D10R","3KR00826","2017-11-03T13:36:46-0700","40","25459","""2014-02-14T00:00:00Z""","30","32"
"D5GXL","FDH00519","2016-06-06T14:45:41-0400","40","3810","""2002-05-29T00:00:00-0500""","58","54"
"D10T","RJG04594","2017-11-21T15:26:50+1300","40","10626","""2013-04-09T00:00:00+1200""","104","101"
"D7G","92V04278","2018-04-10","40","1","""""","82","80"
"D7G","C7G01102","2017-07-25T19:24:19+0000","40","10614","""2014-03-05T00:00:00+0000""","25","32"
"963","21Z04335","2018-06-11","6.39","17912","""2006-07-25T00:00:00-0400""","34","<0"
"D4G","TLX00590","2017-03-08T14:43:01-0500","20","2287","""2004-10-29T00:00:00-0400""","45","45"
"D9T","RJS00798","2017-09-28T13:26:37-0500","40","24690","""2017-04-03T00:00:00-0500""","77","78"
"330DL","JLP00655","2016-12-14T15:54:00-0500","40","","""2012-10-20T00:00:00Z""","",""
"D6RIIXL","FDT00137","2018-04-02","40","12798","""""","12","12"
"D7HII","5BF00510","2018-04-29","40","8055","""""","17","27"
"320CL","ANB01549","2018-04-18","40","9288","""""","70","70"
"D8T","KPZ02120","2017-08-20T00:00:00-0500","40","10521","""2017-05-31T00:00:00-0500""","5","7"
"325CL","BFE01856","2017-08-18T00:00:00-0500","40","15026","""2016-04-10T00:00:00-0500""","28","28"
"D9T","RJS00842","2018-04-18","40","18408","""""","56","40"
