"modelName","serialNumber","inspectionDate","hoursPerWeek","hourMeterReading","TrackLinkInstalledDate","TrackLinkWornValueLeft","TrackLinkWornValueRight"
"D10T","RJG00730","2017-06-12T10:28:09-0600","80","61339","""2014-11-07T00:00:00Z""","80","82"
"329DL","MNB00673","2017-11-30T5:56:59-0500","40","12287","""2016-06-30T12:00:00-0500""","45","45"
"D7E","TAN01316","2018-04-18","40","5655","""""","22","22"
"D11R","AAF00171","2018-01-03","40","9265","""2017-11-13T07:00:00000Z""","14","16"
"D5GLGP","RKG00707","2017-03-09T00:00:00Z","40","12152","""2012-08-27T00:00:00Z""","<0","<0"
"D11T","GEB00750","2018-01-25","40","","""2017-02-15T00:00:00Z""","",""
"D5KXL","WWW01309","2016-12-05T15:14:23-0500","40","4385","""2016-06-01T00:00:00-0400""","11","8"
"325CL","CRB00276","2017-08-16T07:15:52-0400","40","21150","""2013-11-06T00:00:00-0500""","8","12"
"963LGP","21Z04834","2017-11-08T11:13:29-0600","40","12290","""2006-03-13T00:00:00-0600""","26","22"
"963LGP","21Z04834","2017-11-08T11:13:29-0600","40","12290","""2006-03-13T00:00:00-0600""","18","28"
"314ECR","ZJT00932","2017-06-23T00:00:00Z","30","2495","""2014-08-20T00:00:00-0400""","7","9"
"322CL","HEK00972","2017-11-16T08:49:08-0500","40","6332","""2016-06-01T00:00:00Z""","<0",""
"D6RLGP","9PN01217","2017-11-29","40","16763","""""","16","17"
"345DL","YEE00467","2018-05-10","40","25593","""""","18","20"
"330CL","KDD00524","2017-07-12T00:00:00-0500","72","14446","""2016-03-31T00:00:00-0500""","24","27"
"700JLGP","00143086","2017-11-29","40","9416","""2017-06-14T20:00:00-0400""","--","--"
"D11T","AMA00615","2018-05-15","109.83","13433","""2018-03-08""","18","18"
"336EL","RKB00412","2017-10-18T00:00:00-0400","40","5222","""2014-09-15T00:00:00Z""","27","27"
"D5G","FDH01538","2018-06-20","40","861","""""","65","61"
"330DL","MWP00724","2018-02-06","45","15114","""2015-08-27T00:00:00Z""","<0","<0"
"521B","F7B00310","2018-04-30","40","2420","""2015-06-12""","70","88"
"320CL","PAB06467","2017-07-20","40","5150","""2006-03-22""","65","60"
"D5GXL","WGB00552","2018-01-29","40","8228","""2017-01-01""","15","18"
"315CL","CJC05014","2018-03-28","40","7173","""""","14","18"
"D3KIILGP","KL202667","2018-06-21","40","1846","""""","72","80"
"D11R","9TR00296","2017-11-13","40","45563","""2017-06-01T00:00:00Z""","16","16"
"D6TLGP","ZJB00460","2017-12-26","40","12327","""2017-09-27T00:00:00-0500""","10","12"
"345CL","PJW01113","2018-04-10","40","21795","""""","105","100"
"D7HLGP","4FG04097","2018-04-18","40","33670","""""","","20"
"D6KIILGP","RST01889","2017-09-25T11:23:27-0400","40","","""2016-09-01T00:00:00-0400""","35","54"
"D10T","RJG00782","2018-06-12","40","15715","""""","<0","<0"
"D6KLGP","DHA1898","2016-10-27T00:00:00Z","40","4154","""2014-10-22T00:00:00-0400""","72","75"
"D6TXW","WRN00393","2018-03-08","","3508","""2015-05-01""","46","40"
"330DL","MWP02102","2017-01-16T00:00:00Z","40","","""2014-12-01T00:00:00Z""","17","13"
"D9L","14Y04174","2018-05-06","","34","""""","89","51"
"245D","7ZJ00131","2018-04-18","40","","""""","24","24"
"D11T","GEB00415","2018-05-28","108.81","48030","""2010-04-04T00:00:00Z""","22","22"
"D11R","7PZ00876","2018-02-06","40","0","""""","81",""
"D6RXL","5LN02427","2018-01-10","40","","""2017-01-02T00:00:00Z""","68","62"
"963D","LCS02461","2018-03-12","40","5964.5","""""","16","28"
"322L","09RL00740","2018-05-11","40","15650","""""","41","32"
"D8T","KPZ02750","2017-06-29T15:21:15-0400","57","14900","""2015-04-20T00:00:00-0400""","65","70"
"320DII","LMA00787","2018-03-05","40","1750","""""","9","9"
"349EL","KFX00426","2018-06-01","","8116","""2016-09-23""","23","23"
"325CL","BFE01709","2018-05-14","","6000","""""","48","48"
"D10T","RJG01586","2018-01-15","40","53817","""2017-10-10""","",""
"325CL","BMM00631","2018-05-23","40","7617","""""","12","24"
"D11T","JEL00268","2017-08-10T09:46:50-0600","","19380","""2017-03-01T00:00:00Z""","22","20"
"D10N","3SK00614","2018-04-25","","84357","""2015-10-01T00:00:00-0600""","94","86"
"336FLXE","DFY10021","2018-03-28","40","0","""""","0","0"
"ZX450LC","HCM16J00H00011151","2018-03-01","40","","""""","",""
"D3GXL","JMH02377","2018-06-18","3.19","164","""2014-06-04T00:00:00-0400""","0","0"
"D11R","7PZ01059","2018-03-21","140","67640","""2015-12-12T00:00:00Z""","87","86"
"D6NXL","AKM00353","2017-08-07T12:50:35-0400","40","11946","""2013-12-23T00:00:00-0500""","55","55"
"D10T","RJG00199","2017-09-05T17:07:05-0700","40","21592","""2016-11-01T00:00:00Z""","4","7"
"D6KLGP","RST00283","2018-06-06","40","3842","""""","58","63"
"D10T","RJG00689","2018-03-15","","38958","""2017-07-06T00:00:00-0600""","92","94"
"D11T","GEB00680","2018-05-08","40","44719","""2018-01-26""","4","2"
"349D","KFX00354","2018-02-20","40","7032","""2012-03-01""","70","70"
"349D","KFX00354","2018-02-20","40","7032","""2012-03-01""","70","70"
"D7RII","AEC01919","2017-04-05T12:07:31-0500","40","","""2011-04-15T00:00:00Z""","<0","7"
"D8R","7XM03275","2017-02-20T00:00:00Z","40","2284","""2014-02-19T00:00:00-0500""","65","57"
"330CL","DKY04205","2018-03-12","40","7513","""2005-09-29""","78","76"
"320EL","WBK02435","2018-06-18","40","4494","""""","37","32"
"D7RII","AEC1968","2017-01-26T06:58:42-0500","20","5885","""2015-01-14T00:00:00-0500""","63","56"
"D8T","J8B01306","2017-07-14T00:00:00-0500","70","26836","""2016-02-19T00:00:00-0500""","42","44"
"320CL","PAB02046","2018-05-04","40","","""""","60","65"
"D6NXL","MLW0359","2016-09-19T00:00:00Z","40","8215","""2015-09-01T00:00:00-0400""","33","32"
"D10T","RJG00482","2018-04-02","40","11498","""""","34","34"
"650JLGP","T0650JX129347","2017-03-29T00:00:00Z","10","1366","""2007-10-10T00:00:00-0400""","<0","<0"
"D5KLGP","YYY00652","2017-08-23T16:46:25-0400","40","8352","""2009-02-03T00:00:00-0500""","8","11"
"D6RLGP","ADE00879","2017-10-16","40","6773","""2013-04-19T00:00:00Z""","22","22"
"D5CIIIXL","7PS01347","2017-10-26","40","6007","""""","--","--"
"D11T","GEB00858","2017-05-25T00:00:00-0600","40","26502","""2015-04-01T00:00:00Z""","51","37"
"D5MXL","4BR00629","2017-07-11","40","1773","""2016-05-30T00:00:00+0000""","12","12"
"HP1250","112235","2018-01-24","40","4605","""2017-04-01T00:00:00+0000""","31","35"
"D4KIIXL","Kmm00185","2018-04-13","40","3176.8","""""","",""
"D9R","ABK00594","2012-02-23","40","16088","""2010-06-23""","79","74"
"D6NXL","ALH00529","2018-05-28","40","","""""","",""
"312DL","JBC01047","2017-02-16T08:55:27+0000","40","6617","""2014-04-18T00:00:00+0000""","20","31"
"D7R","DSH00388","2017-12-06T16:24:36-0500","40","1836","""2015-05-16T00:00:00-0500""","37","37"
"D6TXW","SLJ01165","2018-04-17","40","8596.2","""""","72","72"
"D6T LGP","HTZ00358","2018-01-23","40","5033","""2015-09-28T00:00:00-0400""","2","6"
"329D","MNB00317","2017-01-24T12:00:00-0500","40","15286","""2017-01-24T12:00:00-0500""","12","16"
"D3GLGP","BYR01965","2018-03-21","40","","""""","53","67"
"336FL","RKB01019","2018-05-30","41.33","5156","""2015-10-19""","56","52"
"D6RIIILGP","LGP00684","2017-07-06T00:00:00Z","40","5969","""""","37","25"
"D10T","RJG02837","2018-05-24","14","4737","""2011-11-02T00:00:00Z""","74","74"
"D9T","RJS01597","2017-07-25T10:35:32-0500","40","39663.5","""2015-09-25T00:00:00Z""","50","53"
"336D2L","LAM00235","2017-12-21","40","","""""","",""
"336D2L","LAM00235","2017-12-21","40","","""""","",""
"D11R","7PZ01688","2018-04-12","140","55388","""2018-01-01""","32","32"
"D6TLGPVPT","WRN505","2017-04-11T07:32:11-0500","2","72","""2015-11-13T00:00:00-0600""","",""
"330CFMST","B1k01027","2018-04-18","40","","""""","7","3"
"D11T","GEB00758","2017-06-20T12:34:54-0400","40","","""2017-04-17T09:30:34-0400""","10","11"
"D10T","RJG04427","2018-03-23","40","14281","""""","14","12"
"D6TXWVPAT","WRN00544","2017-08-17T16:43:38-0400","40","2123","""2016-06-08T00:00:00-0400""","27","29"
"D6RIIXW","AEP00469","2018-03-13","40","11028","""""","18","28"
"D5KIIXL","KW200362","2018-05-29","40","1999","""""","20","12"
"D6TLGP","HTZ00399","2017-12-05T12:22:39-0800","40","1426","""2015-05-29T00:00:00-0700""","66","70"
"D8R","7XM75015","2017-04-05T18:57:07-0400","40","3255","""2015-12-15T00:00:00Z""","67","60"
"D5CIII","9DL00843","2018-01-15","40","","""1994-11-21""","89","79"
"953C","BBX02698","2018-02-05","40","7515","""2014-09-05""","48","45"
"324EL","PNW01475","2018-04-24","40","5264","""2015-04-23T00:00:00-0700""","50","55"
"D11T","JEL00229","2017-09-05T00:00:00+0800","40","","""2016-03-22T00:00:00+0800""","8","52"
"D5G","0RKG01206","2017-11-03T12:35:42-0400","40","12488","""2014-10-10T00:00:00Z""","88","88"
"320CFMHW","SAH00249","2018-04-24","40","17519","""""","",""
"D8RLRC","7XM03620","2017-08-29T13:55:36-0400","40","17166","""2010-07-02T00:00:00-0400""","64","62"
"235D","8KJ00277","2017-04-13T11:58:42-0400","40","18001","""2012-11-18T19:00:00-0500""","<0",""
"963C","BBD00414","2017-07-18T00:00:00Z","40","12239","""2016-11-08T19:00:00-0500""","74","76"
"349E","MPZ00266","2017-04-11T10:24:01-0400","40","","""2015-04-01T00:00:00-0400""","--",""
"D8T","KPZ01075","2018-05-16","40","21411","""""","53","53"
"D11R","7PZ01130","2018-03-01","40","","""""","20","22"
"450JLGP","240884","2017-09-11","40","2016","""""","<0","<0"
"D6NXL","Dja01001","2018-03-26","40","2413","""""","37","37"
"D6NXL","Dja01001","2018-03-26","40","2413","""""","37","37"
"312BL","8JR01102","2016-11-30T13:53:43-0400","40","6146","""""","82",""
"312BL","8JR01102","2016-11-30T13:53:43-0400","40","6146","""""","72",""
"312BL","8JR01102","2016-11-30T13:53:43-0400","40","6146","""""","75","75"
"312BL","8JR01102","2016-11-30T13:53:43-0400","40","6146","""""","","67"
"312BL","8JR01102","2016-11-30T13:53:43-0400","40","6146","""""","","67"
"320DL","SPN01293","2018-06-06","40","5890","""""","63","58"
"953D","LBP01786","2018-05-16","","2284","""2015-01-01""","53","53"
"D5GXL","WGB03932","2018-05-23","40","3528","""2018-01-01""","18","18"
"D5KXL","WWW00711","2017-03-06","40","6938","""""","45","45"
"D5KXL","WWW00711","2017-03-06","40","6938","""""","",""
"D6RXW","AEP00478","2017-11-08T00:00:00Z","40","4771","""2005-03-03T00:00:00Z""","44","48"
"D11T","GEB0104","2017-02-23T00:00:00Z","40","21165","""2016-02-01T00:00:00-0600""",">120",">120"
"D11T","GEB0104","2017-02-23T00:00:00Z","40","21165","""2016-02-01T00:00:00-0600""",">120",">120"
"D11T","GEB0104","2017-02-23T00:00:00Z","40","21165","""2016-02-01T00:00:00-0600""","",""
"D6TLGPVP","LKJ00415","2018-03-22","40","12965","""2017-01-12""","34","32"
"D3GXL","BYR00525","2017-05-16T17:50:18-0400","40","6682","""2016-01-22T00:00:00-0500""","13","13"
"336DL","W3K00843","2017-10-16T12:57:57-0400","40","5843","""2010-04-29T00:00:00-0400""","24","24"
"D6NLGP","PBA00446","2018-01-29","40","","""""","37","37"
"D6TLGPVP","ZJB01367","2018-05-08","40","4907","""""","34","18"
"D6RIIILGP","WRG00445","2018-02-07","40","17862","""""","22","24"
"D5KLGP","WWW01651","2018-02-15","40","5407","""2012-05-05""","45","30"
"D5KLGP","WWW01651","2018-02-15","40","5407","""2012-05-05""","40","43"
"D5KLGP","WWW01651","2018-02-15","40","5407","""2012-05-05""","35","40"
"D8RII","6YZ01401","2017-06-27T00:00:00Z","40","3463","""2015-08-01T00:00:00Z""","81","81"
"D5G","FDH00661","2017-01-10","40","7389","""2014-06-06T00:00:00Z""","",""
"D8T","KPZ03225","2017-03-20T15:12:55-0500","40","43","""2016-08-03T00:00:00-0600""","<0","<0"
"D11R","7PZ01083","2017-05-08T00:00:00Z","120","58310","""2016-09-07T00:00:00Z""","38","38"
"D11T","GEB00282","2018-04-10","40","50069","""2018-04-01""","<0",""
"320CL","EAG00264","2018-05-18","27.40","14915","""""","5",""
"D6NLGP","ALY01568","2017-05-26T15:05:59-0800","","1835","""2005-03-23T00:00:00-0900""","20","20"
"D7RIILGP","ABJ01620","2018-04-25","40","9821","""2008-04-23""","46","40"
"D9T","RJS01114","2018-02-08","40","24294","""2017-10-11T00:00:00Z""","10","0"
"953C","2ZN03259","2018-03-08","40","9443","""""","35","37"
"D8T","FCT01466","2018-01-25","40","1311","""""","38","38"
"D8R","7XM01282","2017-02-18T10:15:29-0500","40","14975","""""","90","92"
"D6RXL","5LN02427","2017-02-16T00:00:00Z","40","24377","""2014-11-12T00:00:00Z""","19",""
"D11T","GEB00871","2018-05-14","64.24","45369","""2018-05-10""","",""
"328DLCR","GTN00515","2017-09-12T15:16:59-0400","40","7489","""2009-10-28T00:00:00-0400""","20","20"
"963D","LCS02282","2018-03-27","40","2308","""2017-03-22T20:00:00-0400""","46","46"
"D65EX12","61347","2018-01-02","25","8173","""2017-05-17T00:00:00Z""","60",""
"336DL","W3K00245","2018-03-13","40","3692","""""","56","56"
"336D2L","ZCT00797","2018-04-20","40","3101","""2017-02-24""","14","14"
"D6RIIIXL","LFM00382","2017-01-27T14:35:35+0000","40","6515","""2015-10-07T00:00:00Z""","26","20"
"324DL","JJG01005","2017-07-07T00:00:00-0500","40","4641","""2016-07-14T00:00:00-0500""","18","18"
"D8T","KPZ00957","2018-05-25","","6000","""""","8","8"
"D7RII","AEC02218","2018-04-12","40","37333","""2009-04-14T00:00:00Z""","8","8"
"323F","XCFOO748","2017-04-18T10:44:47-0500","40","","""2017-01-01T00:00:00-0600""","7","5"
"D10R","3KR01470","2017-10-06T07:53:41-0500","40","14384","""2016-04-21T00:00:00Z""","44","42"
"D10R","AKT00596","2017-08-09T00:00:00Z","120","77377","""2014-02-17T00:00:00Z""","32","30"
"D6R","AAX00437","2017-04-05T00:00:00Z","40","10011","""2017-04-06T00:00:00-0300""","<0","<0"
"345DL","YEE00518","2018-01-17","40","21718","""""","90","88"
"D6T","SMC01763","2018-01-20","40","5688","""2017-12-05""","<0","<0"
"330C","Jcd00307","2018-01-09","40","","""""","",""
"D8T","KPZ00715","2018-03-31","40","19344","""2011-02-17T19:00:00-0500""","74","74"
"D9L","14Y01112","2018-04-13","40","40413","""""","84","81"
"D8N","9TC01521","2018-05-22","40","24658","""""","61","62"
"D6NXL","LJR00778","2018-06-03","40","7253","""""","45","47"
"D6TLGP","ZJB01369","2017-02-09T09:44:20-0500","40","5094","""2016-10-02T20:00:00-0400""","61","61"
"D10T","RJG04047","2018-01-25","140","38970","""2015-09-24""","8","12"
"D6TXL","LAY01085","2017-08-16T17:10:52-0400","40","5377","""2017-08-15T00:00:00Z""","30","26"
"D6TXL","NDY00276","2017-12-20T08:14:40-0800","40","317","""2017-11-29T00:00:00Z""","52","54"
"D6TXL","GCT02497","2017-04-20T17:41:06-0400","40","3062.2","""2017-04-20T00:00:00-0400""","6","2"
"320D","A6F01376","2017-08-01T17:16:39-0400","40","10915","""2017-08-01T00:00:00-0400""","0","0"
"D6RIII","GJB00958","2017-06-09T13:11:14-0400","40","6514","""2007-01-26T00:00:00Z""","3","2"
"D6R","5LN00479","2018-03-06","40","11894","""""","54",""
"D6MXL","3WN03265","2018-04-25","12","","""""","84","84"
"349E","TFG00949","2018-02-13","40","9685","""2016-12-14T00:00:00Z""","53",""
"320DL","A8F00598","2018-06-06","40","","""2017-01-01""","55",">120"
"D7R","DSH00386","2017-11-30","40","2255","""2016-10-12""","22","22"
"D6KIIXL","WMR721","2017-03-22","15","997","""2016-01-01T00:00:00-0500""","21","21"
"D8RLRC","7XM05102","2017-12-01T00:00:00-0800","40","12073","""2013-05-14T00:00:00-0700""","56","50"
"750JLT","T0750JX173452","2017-03-13T15:50:33-0400","10","","""2015-03-15T00:00:00-0400""","75","64"
"2800QLR50","E6I65633","2018-03-05","40","16424","""""","",""
"312DL","KES00195","2018-04-10","40","6312","""""","22","22"
"345CL","PJW01803","2016-06-25T00:00:00Z","40","7715","""""","10","20"
"D6T","SMC01533","2017-07-18T00:00:00-0500","40","1110","""2017-03-06T00:00:00-0500""","8","4"
"D6MXL","3WN02309","2017-05-15T09:37:58-0400","40","9498","""2016-02-01T00:00:00-0500""","10","4"
"D10N","2YD01818","2018-03-07","40","","""""","45","55"
"D6TXL","TSM00186","2018-02-22","40","5512","""""","87","83"
"D6RLGP","9PN01905","2018-04-18","40","19830","""""","12","16"
"D10T","RJG01000","2017-12-22","75","40193","""2014-12-06""","70","65"
"D6R","S6X00245","2017-01-27","18","14475","""2015-12-11""","6","6"
"336D2L","LAM00346","2018-04-17","140","6114","""""","28","28"
"D8R","7XM05153","2017-12-13","40","","""2016-11-08T00:00:00Z""","",""
"D11R","7PZ01317","2018-02-28","40","61671","""2017-09-05""","20","28"
"D6TXL","GMK00315","2018-02-02","40","6656","""2011-06-08""","64","62"
"D7RLGP","Abj00589","2018-03-12","40","20874","""""","64","64"
"D6TLGP","LKJ00253","2017-06-03T16:54:59+0000","40","16997","""2016-05-12T00:00:00Z""","21","21"
"D10N","3sk00974","2018-04-16","70","1169","""""","58","61"
"336D","PRF00418","2018-05-23","20","18056","""""","42","35"
"336D","PRF00418","2018-05-23","20","18056","""""","38","38"
"D10R","3KR00974","2018-04-24","40","24767","""2018-03-09""","10","10"
"D8R","6YZ01520","2017-12-20","40","19770","""""","78","82"
"349D2","TAH00451","2017-07-24T11:21:20+0000","40","5324","""2016-08-11T00:00:00Z""","20","22"
"D6TXW","SKL00454","2017-03-21T13:51:23-0500","40","13251","""2014-03-13T00:00:00-0500""","40","36"
"336ELH","RZA00188","2018-03-27","40","3887","""""","21","21"
"D10T","RJG02517","2018-02-28","40","","""""","75","73"
"D5NLGP","AKD01258","2017-04-20T00:00:00Z","40","3508","""2014-12-12T00:00:00-0500""","23","25"
"D6TLGP","ZJB01425","2018-01-10","40","11105","""2016-12-27T18:00:00-0600""","56","52"
"D6KIILGP","RST01597","2018-01-16","40","5446","""2017-07-02""","38","38"
"D6RXL","5LN01957","2017-05-26T08:42:29-0500","40","27.2","""2015-03-10T00:00:00-0500""","7","2"
"D7ELGP","SCG00115","2017-10-26T00:00:00Z","40","28760","""2017-07-11T00:00:00-0500""","18","14"
"314DCR","WLN00189","2018-06-13","40","4138","""""","83","79"
"D6TXL","GMK00426","2017-12-14","40","11120","""""","44","48"
"325DL","A3R00561","2018-04-16","40","7487","""2018-04-16""","<0","<0"
"D6NLGP","MG500651","2017-09-12T14:38:27-0500","40","1534","""2017-03-01T00:00:00Z""","17","12"
"D9","90V06819","2018-02-01","40","4026","""""","14","20"
"D6T","SMC01763","2017-09-28T4:49:05-0500","40","5075","""2016-12-04T12:00:00-0500""","8","8"
"D6RXL","S6T00178","2018-05-25","40","6607","""""","61","66"
"D6RXL","5LN01927","2018-02-20","40","2688","""""","42","40"
"D11R","7PZ00844","2017-12-05T08:20:49-0700","","92994","""2017-09-11T00:00:00-0600""","14","14"
"D6RIII","GJB01063","2017-01-20T00:00:00-0600","40","9463","""2011-12-12T00:00:00Z""","34","46"
"336DL","W3K01518","2016-09-12T00:00:00Z","40","4845","""2011-11-25T00:00:00-0500""","13","13"
"D6NLGP","PBA01559","2018-02-07","40","2652","""""","45","45"
"D6NXL","MLW00681","2017-12-15","40","4425","""2012-07-27T00:00:00-0400""","",""
"D10R","3KR00923","2017-12-06T08:58:56-0700","","17771","""2016-01-01T00:00:00Z""","68","75"
"D9T","RJS00836","2017-07-17T00:00:00Z","40","58848","""2017-01-25T00:00:00Z""","85","85"
"D10TLRC","JJW00171","2018-06-13","40","7320","""2015-05-28""","74","76"
"D10T","JJW00176","2016-09-30T00:00:00Z","40","7046","""2016-04-19T00:00:00-0500""","105","110"
"D6KLGP","DHA00385","2016-05-18T00:00:00Z","40","9343","""2012-08-27T00:00:00-0400""","57","60"
"320DL","KGF05266","2017-08-18T10:06:54-0500","40","10890","""2016-04-01T00:00:00-0500""","12","15"
"D5KIIXL","KW202304","2017-08-15T16:02:14-0400","40","1128","""2016-08-02T00:00:00Z""","12","8"
"349E","MPZ00266","2018-01-15","40","4877","""2015-04-01T00:00:00-0400""","20","25"
"D8N","9TC01533","2018-06-08","40","41527","""2017-08-08""","4","4"
"D10T","RJG04235","2018-02-13","40","34919","""2013-08-01T00:00:00Z""","72","72"
"D10T","RJG01650","2018-03-15","","43470","""2018-03-10""","0","0"
"D6C","10K03898","2017-04-06T08:30:37-0500","40","3905","""1973-11-13T00:00:00Z""","40","71"
"D8T","MLN01796","2018-04-10","40","3901","""2013-02-18""","58","46"
"D7R","2HR00812","2018-02-21","40","","""""","78","84"
"320CL","PAB07408","2018-06-05","40","8036","""""","23","28"
"315DL","CJN01043","2018-02-12","9","4822","""2009-01-01""","",""
"D7H","79Z01605","2017-08-01","40","19706","""""","72","85"
"D3CIIILGP","7XL01179","2017-06-09T11:27:26-0500","40","12103","""2008-09-03T00:00:00Z""","12","16"
"D6NLGP","PBA02358","2018-04-03","40","7327","""2016-07-19T00:00:00-0400""","73","84"
"D8RLRC","7XM04157","2018-04-03","40","","""2014-08-20""","",""
"329DL","TPM00171","2017-09-28T00:00:00-0500","40","13501","""2017-07-24T00:00:00-0500""","4","4"
